event_definition,coding_system,code,code_name,concept,concept_name,tags,origin,system,event_abbreviation,type
Stillbirth,RCD,ZV274,"[V]Twins, both stillborn",C0419377,"Encounter due to birth of twins, both stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,L1601,Papyraceous fetus - delivered,C0404857,Papyraceous fetus - delivered,possible,,P,StillBirth,PrA
Stillbirth,RCD,ZV271,[V]Single stillbirth,C1313896,Encounter due to single stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,RCD,ZVu2B,"[X]Other multiple births, some liveborn",C0481670,"Other multiple births, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,ZV276,"[V]Other multiple birth, some live born",C0481670,"Other multiple births, some liveborn",narrow,,P,StillBirth,PrA
Stillbirth,RCD,L1600,Papyraceous fetus unspecified,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,RCD,L160.,Papyraceous fetus,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,RCD,L160z,Papyraceous fetus NOS,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,RCD,ZVu2C,"[X]Other multiple births, all stillborn",C0481671,"Other multiple births, all stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,ZV277,"[V]Other multiple birth, all stillborn",C0481671,"Other multiple births, all stillborn",exclude,,P,StillBirth,PrA
Stillbirth,RCD,X40E3,Stillbirth,C0595939,Stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,SNM,M-28130,Macerated fetus,C0235658,Macerated fetus,possible,,P,StillBirth,PrA
Stillbirth,SNM,F-31660,"Abortion, missed",C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,SNM,M28110,Fetus papyraceus,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,SNM,M28130,Macerated fetus,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,SNM,F31660,Abortion- missed,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,SNM,M28140,Fetus compressus,C0000000,Unassociated custom codes,possible,,P,StillBirth,PrA
Stillbirth,SNM,F33820,Apgar score 0,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,SNM,F35260,Stillbirth- mature- male (2500 gms. or more),C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,SNM,F35250,Stillbirth,C0000000,Unassociated custom codes,narrow,,P,StillBirth,PrA
Stillbirth,SNM,F-33820,Apgar score 0,C0233242,Apgar score 0,narrow,,P,StillBirth,PrA
Stillbirth,SNM,F-35250,Stillbirth,C0015927,Fetal Death,narrow,,P,StillBirth,PrA
Stillbirth,SNM,F-35260,"Stillbirth, mature, male (2500 gms. or more)",C0233333,Stillbirth of mature male (2500 gms. or more),narrow,,P,StillBirth,PrA
Stillbirth,SNM,M-28140,Fetus compressus,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,SNM,M-28110,Fetus papyraceus,C0156724,Fetus papyraceous,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,O021,Graviditet med dødt retineret foster (missed abortion),C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICD10DA,O021A,Missed abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICD10DA,O690,Fødsel kompliceret af fremfald af navlesnoren,C0157275,Prolapse of cord complicating labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,P950,Dødfødt barn,C0495466,Fetal death of unspecified cause,exclude,,P,StillBirth,PrA
Stillbirth,ICD10DA,P959,Foetus mortuus ante partum,C0495466,Fetal death of unspecified cause,exclude,,P,StillBirth,PrA
Stillbirth,ICD10DA,P95,Fosterdød og dødfødt barn uden kendt årsag,C0495466,Fetal death of unspecified cause,exclude,,P,StillBirth,PrA
Stillbirth,ICD10DA,O691,Fødsel kompliceret af navlesnoren om barnets hals,C0566742,Cord around neck with compression,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,Z373,"Tvillinger, een levendefødt, den anden dødfødt",C0481466,"Encounter due to birth of twins, one live born and one stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10DA,O364,Graviditet med intrauterin fosterdød,C0495237,Maternal care for intrauterine death,narrow,,P,StillBirth,PrA
Stillbirth,ICD10DA,O695,Fødsel kompliceret af læsion af navlesnorens kar,C0157299,Labor and delivery complicated by vascular lesion of cord,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,O695A,Fødsel kompliceret af trombose i navlesnorens kar,C0157299,Labor and delivery complicated by vascular lesion of cord,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,O695B,Fødsel kompliceret af hæmatom i navlesnoren,C0157299,Labor and delivery complicated by vascular lesion of cord,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,O693,Fødsel kompliceret af for kort navlesnor,C0157291,Short cord complicating labour and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,Z374,"Tvillinger, begge dødfødte",C0419377,"Encounter due to birth of twins, both stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10DA,Z371,Eet dødfødt barn,C1313896,Encounter due to single stillbirth,narrow,,P,StillBirth,PrA
Stillbirth,ICD10DA,Z376,"Anden flerfødsel, nogle af børnene levendefødte",C0481670,"Other multiple births, some liveborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD10DA,O310,Flerfoldsgraviditet med et foetus papyraceus,C0156724,Fetus papyraceous,narrow,,P,StillBirth,PrA
Stillbirth,ICD10DA,Z377,"Anden flerfødsel, alle dødfødte",C0481671,"Other multiple births, all stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD10DA,O694,Fødsel kompliceret af forliggende fosterhindekar,C0495270,Vasa praevia complicating labour and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD10DA,O694A,Fødsel kompl. af blødning fra forliggende fosterhindekar,C0495270,Vasa praevia complicating labour and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.41,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",C0156907,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V32.01,"Twin birth, mate stillborn, born in hospital, delivered by cesarean section",C0260615,"Twin birth, mate stillborn, born in hospital, delivered by cesarean section",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.40,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",C0156906,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V32.00,"Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section",C0260614,"Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.4,Triplet pregnancy with fetal loss and retention of one or more fetus (es),C0156905,Triplet pregnancy with fetal loss and retention of one or more fetus (es),possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V32.0,"Twin, mate stillborn, born in hospital",C0260613,"Encounter for twin, born in hospital, mate stillborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.33,"Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication",C0156904,"Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V32,"Twin birth, mate stillborn",C0260612,"Encounter due to twin birth, mate stillborn",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,632,Missed abortion,C0000814,Missed abortion,exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.5,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),C0156909,Quadruplet pregnancy with fetal loss and retention of one or more fetus(es),possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V32.2,"Twin birth, mate stillborn, born outside hospital and not hospitalized",C0260617,"Encounter due to twin birth, mate stillborn, born outside hospital and not hospitalized",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.43,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",C0156908,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V32.1,"Twin birth, mate stillborn, born before admission to hospital",C0260616,"Encounter due to twin birth, mate stillborn, born before admission to hospital",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.31,"Twin pregnancy with fetal loss and retention of one fetus, delivered, with or without mention of antepartum condition",C0156903,"Twin pregnancy with fetal loss and retention of one fetus, delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.30,"Twin pregnancy with fetal loss and retention of one fetus, unspecified as to episode of care or not applicable",C0156902,"Twin pregnancy with fetal loss and retention of one fetus, unspecified as to episode of care or not applicable",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.53,"Vasa previa complicating labor and delivery, antepartum condition or complication",C5886829,"Vasa previa complicating labor and delivery, antepartum",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.3,Twin pregnancy with fetal loss and retention of one fetus,C0156901,Twin pregnancy with foetal loss and retention of one foetus,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.0,Prolapse of cord complicating labor and delivery,C0157275,Prolapse of cord complicating labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.00,"Prolapse of cord complicating labor and delivery, unspecified as to episode of care or not applicable",C0157275,Prolapse of cord complicating labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.03,"Prolapse of cord complicating labor and delivery, antepartum condition or complication",C0157278,"Prolapse of cord complicating labour and delivery, antepartum",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.01,"Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157277,"Prolapse of cord complicating labour and delivery, delivered",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.93,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication",C0157310,"Unspecified umbilical cord complication complicating labor and delivery, antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.83,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication",C0157306,"Other umbilical cord complications complicating labor and delivery, antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.81,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157305,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.80,"Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable",C0157304,"Other umbilical cord complications complicating labor and delivery, unspecified as to episode of care or not applicable",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.8,Other umbilical cord complications during labor and delivery,C0157303,Other umbilical cord complications during labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.91,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157309,"Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663,Umbilical cord complications during labor and delivery,C0157307,Umbilical cord complication during labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.9,Unspecified umbilical cord complication during labor and delivery,C0157307,Umbilical cord complication during labor and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.1,"Cord around neck, with compression, complicating labor and delivery",C0566742,Cord around neck with compression,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.63,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication",C0157302,"Vascular lesions of cord complicating labor and delivery, antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.61,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157301,"Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,V27.3,"Outcome of delivery, twins, one liveborn and one stillborn",C0481466,"Encounter due to birth of twins, one live born and one stillborn",narrow,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.51,"Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157297,"Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.6,Vascular lesions of cord complicating labor and delivery,C0157299,Labor and delivery complicated by vascular lesion of cord,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.33,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, antepartum condition or complication",C0157290,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.43,"Short cord complicating labor and delivery, antepartum condition or complication",C0157294,"Short cord complicating labour and delivery, antepartum",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.41,"Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition",C0157293,"Short cord complicating labour and delivery, delivered",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.4,Short cord complicating labor and delivery,C0157291,Short cord complicating labour and delivery,possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.63,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",C0156916,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.61,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",C0156915,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",exclude,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.50,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",C0156910,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.60,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",C0156914,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.6,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),C0156913,Other multiple pregnancy with fetal loss and retention of one or more fetus(es),possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.53,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",C0156912,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,651.51,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",C0156911,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.3,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery",C0157287,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery",possible,,P,StillBirth,PrA
Stillbirth,ICD9CM,663.23,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication",C0157286,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum",possible,,P,StillBirth,PrA
