event_definition,coding_system,code_issue_dot,code_name,concept,concept_name,tags,system,event_abbreviation,type,code
Elective termination,ICD9CMP,637.30,Unspecified abortion- complicated by renal failure- unspecified,"","",possible,P,ELECTTERM,PrA,637.30
Elective termination,ICD9CMP,637.31,Unspecified abortion- complicated by renal failure- incomplete,"","",possible,P,ELECTTERM,PrA,637.31
Elective termination,ICD9CMP,637.32,Unspecified abortion- complicated by renal failure- complete,"","",possible,P,ELECTTERM,PrA,637.32
Elective termination,ICD9CMP,637.4,Unspecified abortion complicated by metabolic disorder,"","",possible,P,ELECTTERM,PrA,637.4
Elective termination,ICD9CMP,637.40,Unspecified abortion- complicated by metabolic disorder- unspecified,"","",possible,P,ELECTTERM,PrA,637.40
Elective termination,ICD9CMP,637.41,Unspecified abortion- complicated by metabolic disorder- incomplete,"","",possible,P,ELECTTERM,PrA,637.41
Elective termination,ICD9CMP,637.42,Unspecified abortion- complicated by metabolic disorder- complete,"","",possible,P,ELECTTERM,PrA,637.42
Elective termination,ICD9CMP,637.5,Unspecified abortion complicated by shock,"","",possible,P,ELECTTERM,PrA,637.5
Elective termination,ICD9CMP,637.50,Unspecified abortion- complicated by shock- unspecified,"","",possible,P,ELECTTERM,PrA,637.50
Elective termination,ICD9CMP,637.51,Unspecified abortion- complicated by shock- incomplete,"","",possible,P,ELECTTERM,PrA,637.51
Elective termination,ICD9CMP,637.52,Unspecified abortion- complicated by shock- complete,"","",possible,P,ELECTTERM,PrA,637.52
Elective termination,ICD9CMP,637.6,Unspecified abortion complicated by embolism,"","",possible,P,ELECTTERM,PrA,637.6
Elective termination,ICD9CMP,637.60,Unspecified abortion- complicated by embolism- unspecified,"","",possible,P,ELECTTERM,PrA,637.60
Elective termination,ICD9CMP,637.61,Unspecified abortion- complicated by embolism- incomplete,"","",possible,P,ELECTTERM,PrA,637.61
Elective termination,ICD9CMP,637.62,Unspecified abortion- complicated by embolism- complete,"","",possible,P,ELECTTERM,PrA,637.62
Elective termination,ICD9CMP,637.7,Unspecified abortion with other specified complications,"","",possible,P,ELECTTERM,PrA,637.7
Elective termination,ICD9CMP,637.70,Unspecified abortion- with other specified complications- unspecified,"","",possible,P,ELECTTERM,PrA,637.70
Elective termination,ICD9CMP,637.71,Unspecified abortion- with other specified complications- incomplete,"","",possible,P,ELECTTERM,PrA,637.71
Elective termination,ICD9CMP,637.72,Unspecified abortion- with other specified complications- complete,"","",possible,P,ELECTTERM,PrA,637.72
Elective termination,ICD9CMP,637.8,Unspecified abortion with unspecified complication,"","",possible,P,ELECTTERM,PrA,637.8
Elective termination,ICD9CMP,637.80,Unspecified abortion- with unspecified complication- unspecified,"","",possible,P,ELECTTERM,PrA,637.80
Elective termination,ICD9CMP,637.81,Unspecified abortion- with unspecified complication- incomplete,"","",possible,P,ELECTTERM,PrA,637.81
Elective termination,ICD9CMP,637.82,Unspecified abortion- with unspecified complication- complete,"","",possible,P,ELECTTERM,PrA,637.82
Elective termination,ICD9CMP,637.9,Unspecified abortion without mention of complication,"","",possible,P,ELECTTERM,PrA,637.9
Elective termination,ICD9CMP,637.90,Unspecified abortion- without mention of complication- unspecified,"","",possible,P,ELECTTERM,PrA,637.90
Elective termination,ICD9CMP,637.91,Unspecified abortion- without mention of complication- incomplete,"","",possible,P,ELECTTERM,PrA,637.91
Elective termination,ICD9CMP,637.92,Unspecified abortion- without mention of complication- complete,"","",possible,P,ELECTTERM,PrA,637.92
Elective termination,ICD9CMP,638,Failed attempted abortion,C0392536,Failed attempted abortion,narrow,P,ELECTTERM,PrA,638
Elective termination,ICD9CMP,638.0,Failed attempted abortion complicated by genital tract and pelvic infection,C0156584,Failed attempted abortion complicated by genital tract and pelvic infection,narrow,P,ELECTTERM,PrA,638.0
Elective termination,ICD9CMP,638.1,Failed attempted abortion complicated by delayed or excessive hemorrhage,C0156585,Failed attempted termination of pregnancy complicated by delayed and-or excessive hemorrhage,narrow,P,ELECTTERM,PrA,638.1
Elective termination,ICD9CMP,638.2,Failed attempted abortion complicated by damage to pelvic organs or tissues,C0269561,Failed attempted termination of pregnancy complicated by damage to pelvic organ and-or tissues,narrow,P,ELECTTERM,PrA,638.2
Elective termination,ICD9CMP,638.3,Failed attempted abortion complicated by renal failure,C0156587,Failed attempted termination of pregnancy complicated by renal failure,narrow,P,ELECTTERM,PrA,638.3
Elective termination,ICD9CMP,638.4,Failed attempted abortion complicated by metabolic disorder,C0156588,Failed attempted termination of pregnancy complicated by metabolic disorder,narrow,P,ELECTTERM,PrA,638.4
Elective termination,ICD9CMP,638.5,Failed attempted abortion complicated by shock,C0156589,Failed attempted termination of pregnancy complicated by shock,narrow,P,ELECTTERM,PrA,638.5
Elective termination,ICD9CMP,638.6,Failed attempted abortion complicated by embolism,C0156590,Failed attempted termination of pregnancy complicated by embolism,narrow,P,ELECTTERM,PrA,638.6
Elective termination,ICD9CMP,638.7,Failed attempted abortion with other specified complications,C0156591,Failed attempted abortion with other specified complications,narrow,P,ELECTTERM,PrA,638.7
Elective termination,ICD9CMP,638.8,Failed attempted abortion with unspecified complication,C0156592,Failed attempted termination of pregnancy with complication,narrow,P,ELECTTERM,PrA,638.8
Elective termination,ICD9CMP,638.9,Failed attempted abortion without mention of complication,C0269549,Failed attempted termination of pregnancy without complication,narrow,P,ELECTTERM,PrA,638.9
Elective termination,ICD9CMP,639.1,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies,C0495168,Delayed or excessive hemorrhage following abortion and ectopic and molar pregnancy,possible,P,ELECTTERM,PrA,639.1
Elective termination,ICD9CMP,639.2,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies,C0495173,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,narrow,P,ELECTTERM,PrA,639.2
Elective termination,ICD9CMP,639.3,Kidney failure following abortion and ectopic and molar pregnancies,C2712637,Kidney failure following abortion and ectopic and molar pregnancies,narrow,P,ELECTTERM,PrA,639.3
Elective termination,ICD9CMP,639.4,Metabolic disorders following abortion or ectopic and molar pregnancies,C0495172,Metabolic disorders following abortion and ectopic and molar pregnancy,narrow,P,ELECTTERM,PrA,639.4
Elective termination,ICD9CMP,639.5,Shock following abortion or ectopic and molar pregnancies,C0495170,Shock following abortion and ectopic and molar pregnancy,narrow,P,ELECTTERM,PrA,639.5
Elective termination,ICD9CMP,639.6,Embolism following abortion or ectopic and molar pregnancies,C0495169,Embolism following abortion and ectopic and molar pregnancy,narrow,P,ELECTTERM,PrA,639.6
Elective termination,ICD9CMP,639.8,Other specified complications following abortion or ectopic and molar pregnancy,C0156602,Other specified complications following abortion or ectopic and molar pregnancy,narrow,P,ELECTTERM,PrA,639.8
Fetal growth restriction,ICD9CMP,656.5,Poor fetal growth affecting management of mother,C0157119,Poor fetal growth affecting management,narrow,P,FGR,PrA,656.5
Fetal growth restriction,ICD9CMP,656.50,Poor fetal growth- affecting management of mother- unspecified as to episode of care or not applicable,"","",narrow,P,FGR,PrA,656.50
Fetal growth restriction,ICD9CMP,656.53,Poor fetal growth- affecting management of mother- antepartum condition or complication,"","",narrow,P,FGR,PrA,656.53
Fetal growth restriction,ICD9CMP,658.0,Oligohydramnios,C0079924,Oligohydramnios,possible,P,FGR,PrA,658.0
Fetal growth restriction,ICD9CMP,658.00,Oligohydramnios- unspecified as to episode of care or not applicable,"","",possible,P,FGR,PrA,658.00
Fetal growth restriction,ICD9CMP,658.03,Oligohydramnios- antepartum condition or complication,"","",possible,P,FGR,PrA,658.03
Gestation 25 26 weeks CHILD,ICD9CMP,765.23,25-26 completed weeks of gestation,C1135242,25-26 weeks of gestation completed,narrow,P,Gestation2526weeksCHILD,PrA,765.23
Gestation 27 28 weeks CHILD,ICD9CMP,765.24,27-28 completed weeks of gestation,C1135243,27-28 weeks of gestation completed,narrow,P,Gestation2728weeksCHILD,PrA,765.24
Gestation 29 30 weeks CHILD,ICD9CMP,765.25,29-30 completed weeks of gestation,C1135244,29-30 weeks of gestation completed,narrow,P,Gestation2930weeksCHILD,PrA,765.25
Gestation 31 32 weeks CHILD,ICD9CMP,765.26,31-32 completed weeks of gestation,C1135245,31-32 weeks of gestation completed,narrow,P,Gestation3132weeksCHILD,PrA,765.26
Gestation 33 34 weeks CHILD,ICD9CMP,765.27,33-34 completed weeks of gestation,C1135246,33-34 weeks of gestation completed,narrow,P,Gestation3334weeksCHILD,PrA,765.27
Gestation 35 36 weeks CHILD,ICD9CMP,765.28,35-36 completed weeks of gestation,C1135247,35-36 weeks of gestation completed,narrow,P,Gestation3536weeksCHILD,PrA,765.28
Gestation 37 weeks CHILD,ICD9CMP,765.29,37 or more completed weeks of gestation,C1135248,weeks of gestation 37 or more,narrow,P,Gestation37weeksCHILD,PrA,765.29
Gestation 37 weeks LB,ICD9CMP,649.8,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section,C3161258,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section,narrow,P,Gestation37weeksLB,PrA,649.8
Gestation 37 weeks LB,ICD9CMP,649.81,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section- delivered- with or without mention of antepartum condition,C3161121,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section- delivered- with or without mention of antepartum condition,narrow,P,Gestation37weeksLB,PrA,649.81
Gestation 37 weeks LB,ICD9CMP,649.82,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section- delivered- with mention of postpartum complication,C3161122,Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation- with delivery by (planned) cesarean section- delivered- with mention of postpartum complication,narrow,P,Gestation37weeksLB,PrA,649.82
Gestational diabetes,ICD9CMP,648.03,Diabetes mellitus of mother- complicating pregnancy- childbirth- or the puerperium- antepartum condition or complication,C0032969,Pregnancy in Diabetics,possible,P,GESTDIAB,PrA,648.03
Gestational diabetes,ICD9CMP,648.80,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,C0156879,Abnormal glucose tolerance of mother- unspecified as to episode of care or not applicable,possible,P,GESTDIAB,PrA,648.80
Gestational diabetes,ICD9CMP,648.83,Abnormal glucose tolerance of mother- antepartum condition or complication,C0156882,Abnormal glucose tolerance of mother- antepartum,possible,P,GESTDIAB,PrA,648.83
Ongoing Pregnancy,ICD9CMP,622.5,Incompetence of cervix,C0007871,Uterine Cervical Incompetence,narrow,P,OngoingPregnancy7,PrA,622.5
Ongoing Pregnancy,ICD9CMP,631,Other abnormal products of conception,C3161120,"",narrow,P,OngoingPregnancy7,PrA,631
Ongoing Pregnancy,ICD9CMP,633.21,Ovarian pregnancy with intrauterine pregnancy,C1135236,Combined intrauterine and ovarian pregnancy,narrow,P,OngoingPregnancy1,PrA,633.21
Ongoing Pregnancy,ICD9CMP,633.91,Unspecified ectopic pregnancy with intrauterine pregnancy,C1135240,Unspecified ectopic pregnancy with intrauterine pregnancy,narrow,P,OngoingPregnancy1,PrA,633.91
Ongoing Pregnancy,ICD9CMP,640,Hemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,640
Ongoing Pregnancy,ICD9CMP,640.0,Threatened abortion,C0000821,Threatened abortion,narrow,P,OngoingPregnancy1,PrA,640.0
Ongoing Pregnancy,ICD9CMP,640.0,Threatened abortion,C0000821,Threatened abortion,narrow,P,OngoingPregnancy7,PrA,640.0
Ongoing Pregnancy,ICD9CMP,640.00,Threatened abortion- unspecified as to episode of care or not applicable,"","",narrow,P,OngoingPregnancy7,PrA,640.00
Ongoing Pregnancy,ICD9CMP,640.03,Threatened abortion- antepartum condition or complication,C0000821,Threatened abortion,narrow,P,OngoingPregnancy1,PrA,640.03
Ongoing Pregnancy,ICD9CMP,640.03,Threatened abortion- antepartum condition or complication,C0000821,Threatened abortion,narrow,P,OngoingPregnancy7,PrA,640.03
Ongoing Pregnancy,ICD9CMP,640.8,Other specified hemorrhage in early pregnancy,C0156608,Other specified hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,640.8
Ongoing Pregnancy,ICD9CMP,640.80,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,C0156609,Other specified hemorrhage in early pregnancy- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy1,PrA,640.80
