event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Ongoing Pregnancy,MTHICD9,Supervision of pregnancy with history of stillbirth or neonatal death,C0868561,Supervision of pregnancy with history of stillbirth or neonatal death,narrow,P,OngoingPregnancy7,PrA,V23.5,V23.5
Ongoing Pregnancy,MTHICD9,Suspected damage to fetus from drugs- affecting management of mother- antepartum,C0157087,Suspected damage to fetus from drugs- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,655.53,655.53
Ongoing Pregnancy,MTHICD9,Suspected damage to fetus from environmental toxins affecting management of mother,C0269775,fetal abnormality due to environmental toxins,narrow,P,OngoingPregnancy4,PrA,655.8,655.8
Ongoing Pregnancy,MTHICD9,Suspected damage to fetus from maternal listeriosis affecting management of mother,C0269776,suspected damage to fetus from maternal listeriosis,narrow,P,OngoingPregnancy4,PrA,655.4,655.4
Ongoing Pregnancy,MTHICD9,Suspected damage to fetus from maternal rubella affecting management of mother,C0269772,Fetus with suspected rubella damage via mother,narrow,P,OngoingPregnancy4,PrA,655.3,655.3
Ongoing Pregnancy,MTHICD9,Syphilis- antepartum,C0747833,Syphilis- antepartum,narrow,P,OngoingPregnancy2,PrA,647.03,647.03
Ongoing Pregnancy,MTHICD9,Threatened abortion- antepartum,C0000821,Threatened abortion,narrow,P,OngoingPregnancy1,PrA,640.03,640.03
Ongoing Pregnancy,MTHICD9,Threatened abortion- antepartum,C0000821,Threatened abortion,narrow,P,OngoingPregnancy7,PrA,640.03,640.03
Ongoing Pregnancy,MTHICD9,Threatened premature labor- antepartum,C0156714,Threatened premature labour- antepartum,narrow,P,OngoingPregnancy1,PrA,644.03,644.03
Ongoing Pregnancy,MTHICD9,Threatened premature labor- unspecified as to episode of care,C0156713,Threatened premature labour- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,644.00,644.00
Ongoing Pregnancy,MTHICD9,Thyroid dysfunction of mother- complicating pregnancy- childbirth- or the puerperium- unspecified as to episode of care,C0156837,Thyroid dysfunction of mother- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy2,PrA,648.10,648.10
Ongoing Pregnancy,MTHICD9,Thyroid dysfunction- antepartum,C0747834,Thyroid dysfunction in pregnancy,narrow,P,OngoingPregnancy2,PrA,648.13,648.13
Ongoing Pregnancy,MTHICD9,Transient hypertension of pregnancy- antepartum,C0156662,Transient hypertension of pregnancy- antepartum,narrow,P,OngoingPregnancy1,PrA,642.33,642.33
Ongoing Pregnancy,MTHICD9,Transient hypertension of pregnancy- unspecified as to episode of care,C0156659,Transient hypertension of pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,642.30,642.30
Ongoing Pregnancy,MTHICD9,Transverse or oblique presentation of fetus- antepartum,C0375393,Transverse or oblique presentation- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,652.33,652.33
Ongoing Pregnancy,MTHICD9,Transverse or oblique presentation of fetus- unspecified as to episode of care,C0375391,Transverse or oblique presentation- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,652.30,652.30
Ongoing Pregnancy,MTHICD9,Tuberculosis- antepartum,C0156797,Tuberculosis- antepartum,narrow,P,OngoingPregnancy2,PrA,647.33,647.33
Ongoing Pregnancy,MTHICD9,Unspecified antepartum hemorrhage- antepartum,C0269608,Antepartum hemorrhage,narrow,P,OngoingPregnancy1,PrA,641.93,641.93
Ongoing Pregnancy,MTHICD9,Unspecified antepartum hemorrhage- unspecified as to episode of care,C0156637,Unspecified antepartum haemorrhage- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,641.90,641.90
Ongoing Pregnancy,MTHICD9,Unspecified antepartum hypertension,C0156689,Unspecified antepartum hypertension,narrow,P,OngoingPregnancy1,PrA,642.93,642.93
Ongoing Pregnancy,MTHICD9,Unspecified antepartum renal disease,C0156738,Renal disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.23,646.23
Ongoing Pregnancy,MTHICD9,Unspecified disproportion- antepartum,C0157003,Unspecified disproportion- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,653.93,653.93
Ongoing Pregnancy,MTHICD9,Unspecified disproportion- unspecified as to episode of care,C0157001,Unspecified disproportion- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,653.90,653.90
Ongoing Pregnancy,MTHICD9,Unspecified fetal and placental problem affecting management of mother- antepartum,C0157137,Unspecified fetal and placental problem- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,656.93,656.93
Ongoing Pregnancy,MTHICD9,Unspecified hemorrhage in early pregnancy- antepartum,C0269599,Hemorrhage in early pregnancy- antepartum,narrow,P,OngoingPregnancy1,PrA,640.93,640.93
Ongoing Pregnancy,MTHICD9,Unspecified hemorrhage in early pregnancy- unspecified as to episode of care,C0156613,Unspecified hemorrhage in early pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,640.90,640.90
Ongoing Pregnancy,MTHICD9,Unspecified infection or infestation of mother- antepartum,C0156827,Unspecified infection or infestation of mother- antepartum condition or complication,narrow,P,OngoingPregnancy1,PrA,647.93,647.93
Ongoing Pregnancy,MTHICD9,Unspecified infection or infestation of mother- antepartum,C0156827,Unspecified infection or infestation of mother- antepartum condition or complication,narrow,P,OngoingPregnancy2,PrA,647.93,647.93
Ongoing Pregnancy,MTHICD9,Unspecified malposition or malpresentation- antepartum,C0156963,Unspecified malposition or malpresentation- antepartum condition or complication,narrow,P,OngoingPregnancy3,PrA,652.93,652.93
Ongoing Pregnancy,MTHICD9,Unspecified malposition or malpresentation- unspecified as to episode of care,C0156961,Unspecified malposition or malpresentation- unspecified as to episode of care or not applicable,narrow,P,OngoingPregnancy3,PrA,652.90,652.90
Ongoing Pregnancy,MTHICD9,Unspecified multiple gestation- unspecified as to episode of care,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,651.90,651.90
Ongoing Pregnancy,MTHICD9,Unspecified multiple gestation- unspecified as to episode of care,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,651.90,651.90
Ongoing Pregnancy,MTHICD9,Unspecified obstetrical trauma- antepartum,C0157389,Unspecified obstetrical trauma- antepartum,narrow,P,OngoingPregnancy5,PrA,665.93,665.93
Ongoing Pregnancy,MTHICD9,Unspecified problem associated with amniotic cavity and membranes- antepartum,C0157165,Unspecified problem associated with amniotic cavity and membranes- antepartum condition or complication,narrow,P,OngoingPregnancy5,PrA,658.93,658.93
Ongoing Pregnancy,MTHICD9,Unspecified problem associated with amniotic cavity and membranes- unspecified as to episode of care,C0405037,Amniotic cavity and membrane problem,narrow,P,OngoingPregnancy5,PrA,658.90,658.90
Ongoing Pregnancy,MTHICD9,Unspecified renal disease in pregnancy- unspecified as to episode of care,C0156738,Renal disorder in pregnancy,narrow,P,OngoingPregnancy7,PrA,646.20,646.20
Ongoing Pregnancy,MTHICD9,Unspecified suspected fetal abnormality affecting management of mother- antepartum condition or complication,C0157099,Unspecified suspected fetal abnormality- affecting management of mother- antepartum condition or complication,narrow,P,OngoingPregnancy4,PrA,655.93,655.93
Ongoing Pregnancy,MTHICD9,Unspecified type maternal pyrexia- antepartum,C0157178,Unspecified type maternal pyrexia- antepartum,narrow,P,OngoingPregnancy5,PrA,659.23,659.23
Ongoing Pregnancy,MTHICD9,Unspecified venous complication- antepartum,C0495184,Venous complication in pregnancy- unspecified,narrow,P,OngoingPregnancy5,PrA,671.93,671.93
Ongoing Pregnancy,MTHICD9,Unspecified vomiting of pregnancy- antepartum,C0156710,Unspecified vomiting of pregnancy- antepartum,narrow,P,OngoingPregnancy1,PrA,643.93,643.93
Ongoing Pregnancy,MTHICD9,Unspecified vomiting of pregnancy- unspecified as to episode of care,C0156708,Unspecified vomiting of pregnancy- unspecified as to episode of care,narrow,P,OngoingPregnancy1,PrA,643.90,643.90
Ongoing Pregnancy,MTHICD9,Unusually large fetus causing disproportion- antepartum,C0156987,Unusually large foetus causing disproportion- antepartum,narrow,P,OngoingPregnancy3,PrA,653.53,653.53
Ongoing Pregnancy,MTHICD9,Unusually large fetus causing disproportion- unspecified as to episode of care,C0156985,Unusually large foetus causing disproportion- unspecified as to episode of care,narrow,P,OngoingPregnancy3,PrA,653.50,653.50
Ongoing Pregnancy,MTHICD9,Young multigravida,C0695261,Supervision of high-risk pregnancy with young multigravida,narrow,P,OngoingPregnancy7,PrA,V23.84,V23.84
Ongoing Pregnancy,MTHICD9,Young primigravida,C0695260,Supervision of high-risk pregnancy with young primigravida,narrow,P,OngoingPregnancy7,PrA,V23.83,V23.83
Ongoing Pregnancy,RCD2,A-N care- elderly primip.,C0419556,Antenatal care- elderly primiparous,narrow,P,OngoingPregnancy7,PrA,6241.,6241.
Ongoing Pregnancy,RCD2,APH + coag.defect unspecified,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,P,OngoingPregnancy7,PrA,L1130,L1130
Ongoing Pregnancy,RCD2,APH + coagulation defect NOS,C0156631,Antepartum hemorrhage associated with coagulation defect,narrow,P,OngoingPregnancy7,PrA,L113z,L113z
Ongoing Pregnancy,RCD2,Amniotic cavity infection NOS,C0002631,Infection of amniotic cavity,narrow,P,OngoingPregnancy5,PrA,L284z,L284z
Ongoing Pregnancy,RCD2,Amniotic cavity infectn.unspec,C0002631,Infection of amniotic cavity,narrow,P,OngoingPregnancy5,PrA,L2840,L2840
Ongoing Pregnancy,RCD2,Amniotic fluid - abnormality,C0266781,Abnormal amniotic fluid,narrow,P,OngoingPregnancy7,PrA,4H13.,4H13.
Ongoing Pregnancy,RCD2,Amniotic problem NOS unspec.,C0405037,Amniotic cavity and membrane problem,narrow,P,OngoingPregnancy5,PrA,L28z0,L28z0
Ongoing Pregnancy,RCD2,Amniotic problems NOS,C0405037,Amniotic cavity and membrane problem,narrow,P,OngoingPregnancy5,PrA,L28z.,L28z.
Ongoing Pregnancy,RCD2,Amniotic problems NOS,C0405037,Amniotic cavity and membrane problem,narrow,P,OngoingPregnancy5,PrA,L28zz,L28zz
Ongoing Pregnancy,RCD2,Antenatal DVT NOS,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,L413z,L413z
Ongoing Pregnancy,RCD2,Antenatal DVT unspecified,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,L4130,L4130
Ongoing Pregnancy,RCD2,Antenatal deep vein thrombosis,C0342044,Antepartum deep vein thrombosis,narrow,P,OngoingPregnancy5,PrA,L413.,L413.
Ongoing Pregnancy,RCD2,Antepartum h-ge NOS,C0269608,Antepartum hemorrhage,narrow,P,OngoingPregnancy1,PrA,L11zz,L11zz
Ongoing Pregnancy,RCD2,Antepartum h-ge NOS unspec.,C0269608,Antepartum hemorrhage,narrow,P,OngoingPregnancy1,PrA,L11z0,L11z0
Ongoing Pregnancy,RCD2,Breech presentation NOS,C0006157,Breech Presentation,narrow,P,OngoingPregnancy3,PrA,L222z,L222z
Ongoing Pregnancy,RCD2,Breech presentation unspecif.,C0006157,Breech Presentation,narrow,P,OngoingPregnancy3,PrA,L2220,L2220
Ongoing Pregnancy,RCD2,Cervical incompetence NOS,C0007871,Uterine Cervical Incompetence,narrow,P,OngoingPregnancy7,PrA,L245z,L245z
Ongoing Pregnancy,RCD2,Cervical incompetence unspecif,C0007871,Uterine Cervical Incompetence,narrow,P,OngoingPregnancy7,PrA,L2450,L2450
Ongoing Pregnancy,RCD2,Diabetes mel aris in pregnancy,C0085207,Gestational Diabetes,narrow,P,OngoingPregnancy7,PrA,L1808,L1808
Ongoing Pregnancy,RCD2,Early pregnancy h-ge NOS unsp.,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,L10z0,L10z0
Ongoing Pregnancy,RCD2,Early pregnancy haemorrh. NOS,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,L10z.,L10z.
Ongoing Pregnancy,RCD2,Elderly primigravida,C0157187,Elderly primigravida,narrow,P,OngoingPregnancy5,PrA,L295.,L295.
Ongoing Pregnancy,RCD2,Elderly primigravida NOS,C0157187,Elderly primigravida,narrow,P,OngoingPregnancy5,PrA,L295z,L295z
Ongoing Pregnancy,RCD2,Elderly primigravida unspecif.,C0157187,Elderly primigravida,narrow,P,OngoingPregnancy5,PrA,L2950,L2950
Ongoing Pregnancy,RCD2,Excessive pregnancy vomiting,C0020450,Hyperemesis Gravidarum,narrow,P,OngoingPregnancy1,PrA,L13..,L13..
Ongoing Pregnancy,RCD2,Fetal distress-affecting care,C0410918,Fetal tachycardia,narrow,P,OngoingPregnancy5,PrA,L263.,L263.
Ongoing Pregnancy,RCD2,Fetal malpresentation NOS,C0156924,Malposition and malpresentation of fetus,narrow,P,OngoingPregnancy3,PrA,L22z.,L22z.
Ongoing Pregnancy,RCD2,Fetus - unstable lie,C0426066,Unstable lie,narrow,P,OngoingPregnancy3,PrA,L220.,L220.
Ongoing Pregnancy,RCD2,Gestational hypertension NOS,C0341934,Transient hypertension of pregnancy,narrow,P,OngoingPregnancy1,PrA,L123z,L123z
Ongoing Pregnancy,RCD2,Gestational hypertension unsp.,C0341934,Transient hypertension of pregnancy,narrow,P,OngoingPregnancy1,PrA,L1230,L1230
Ongoing Pregnancy,RCD2,Haemorrhage in early pregnancy,C0156604,Hemorrhage in early pregnancy,narrow,P,OngoingPregnancy1,PrA,L10..,L10..
Ongoing Pregnancy,RCD2,Herpes gestationis,C0019343,Pemphigoid Gestationis,narrow,P,OngoingPregnancy7,PrA,L169.,L169.
Ongoing Pregnancy,RCD2,Herpes gestationis NOS,C0019343,Pemphigoid Gestationis,narrow,P,OngoingPregnancy7,PrA,L169z,L169z
Ongoing Pregnancy,RCD2,Herpes gestationis unspecified,C0019343,Pemphigoid Gestationis,narrow,P,OngoingPregnancy7,PrA,L1690,L1690
Ongoing Pregnancy,RCD2,Hydroceph.disproportion unspec,C0405012,Hydrocephalic disproportion,narrow,P,OngoingPregnancy3,PrA,L2360,L2360
Ongoing Pregnancy,RCD2,Hydrocephalic disprop. NOS,C0405012,Hydrocephalic disproportion,narrow,P,OngoingPregnancy3,PrA,L236z,L236z
Ongoing Pregnancy,RCD2,Hydrocephalic disproportion,C0405012,Hydrocephalic disproportion,narrow,P,OngoingPregnancy3,PrA,L236.,L236.
Ongoing Pregnancy,RCD2,Hydrops fetalis-due to isoimm.,C0455990,Immune Hydrops Fetalis,narrow,P,OngoingPregnancy6,PrA,Q423.,Q423.
Ongoing Pregnancy,RCD2,Hyperem.gravid.+metab.dist.NOS,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,P,OngoingPregnancy1,PrA,L131z,L131z
Ongoing Pregnancy,RCD2,Hyperemesis gravid.+metab.dist,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,P,OngoingPregnancy1,PrA,L131.,L131.
Ongoing Pregnancy,RCD2,Hyperemesis+metab.dist.unspec.,C0405080,Hyperemesis gravidarum with metabolic disturbance,narrow,P,OngoingPregnancy1,PrA,L1310,L1310
Ongoing Pregnancy,RCD2,Incompetence of cervix,C0007871,Uterine Cervical Incompetence,narrow,P,OngoingPregnancy7,PrA,K555.,K555.
Ongoing Pregnancy,RCD2,Large fetus + disproportion,C0156984,Unusually large foetus causing disproportion,narrow,P,OngoingPregnancy3,PrA,L235.,L235.
Ongoing Pregnancy,RCD2,Large fetus+disproport.unspec.,C0156984,Unusually large foetus causing disproportion,narrow,P,OngoingPregnancy3,PrA,L2350,L2350
Ongoing Pregnancy,RCD2,Large fetus+disproportion NOS,C0156984,Unusually large foetus causing disproportion,narrow,P,OngoingPregnancy3,PrA,L235z,L235z
Ongoing Pregnancy,RCD2,Late preg.vomiting unspecif.,C0156699,Late vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,L1320,L1320
Ongoing Pregnancy,RCD2,Late pregnancy vomiting NOS,C0156699,Late vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,L132z,L132z
Ongoing Pregnancy,RCD2,Late vomiting of pregnancy,C0156699,Late vomiting of pregnancy,narrow,P,OngoingPregnancy1,PrA,L132.,L132.
Ongoing Pregnancy,RCD2,Length of gestation,C1135241,Weeks pregnant,narrow,P,OngoingPregnancy7,PrA,62X..,62X..
Ongoing Pregnancy,RCD2,Maternal hypotension synd.unsp,C0341966,Maternal hypotension syndrome,narrow,P,OngoingPregnancy5,PrA,L3920,L3920
Ongoing Pregnancy,RCD2,Maternal hypotension syndr.NOS,C0341966,Maternal hypotension syndrome,narrow,P,OngoingPregnancy5,PrA,L392z,L392z
Ongoing Pregnancy,RCD2,Maternal hypotension syndrome,C0341966,Maternal hypotension syndrome,narrow,P,OngoingPregnancy5,PrA,L392.,L392.
Ongoing Pregnancy,RCD2,Mild hyperemesis gravid. NOS,C0020451,Mild hyperemesis gravidarum,narrow,P,OngoingPregnancy1,PrA,L130z,L130z
Ongoing Pregnancy,RCD2,Mild pre-eclampsia unspecified,C0269658,Mild pre-eclampsia,narrow,P,OngoingPregnancy1,PrA,L1240,L1240
Ongoing Pregnancy,RCD2,Mild-unspec.pre-eclampsia NOS,C0269658,Mild pre-eclampsia,narrow,P,OngoingPregnancy1,PrA,L124z,L124z
Ongoing Pregnancy,RCD2,Multiple pregnancy,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy3,PrA,L21..,L21..
Ongoing Pregnancy,RCD2,Multiple pregnancy,C0032989,Multiple Pregnancy,narrow,P,OngoingPregnancy7,PrA,L21..,L21..
